time,temperature_2m (°C),precipitation (mm),wind_speed_10m (km/h),relative_humidity_2m (%),weather_code (wmo code)
2024-05-28T10:00,23.8,0,15,55,0
2024-05-28T11:00,24.8,0,17,51,1
2024-05-28T12:00,25.9,0,16,45,1
2024-05-28T13:00,26.7,0,16,42,1
2024-05-28T14:00,27,0,14.8,41,1
2024-05-28T15:00,27.3,0,15.6,40,1
2024-05-28T16:00,27.3,0,14.7,39,2
2024-05-28T17:00,25.9,0,15.2,40,1
2024-05-28T18:00,25.8,0,8,44,0
2024-05-28T19:00,24.9,0,11.2,48,2
2024-05-28T20:00,22.8,0,8.4,54,1
2024-05-28T21:00,20.8,0,10.6,64,0
2024-05-28T22:00,20.1,0,10.9,63,0
2024-05-28T23:00,18.9,0,9.4,68,0
2024-05-29T00:00,17.9,0,10.6,70,0
2024-05-29T01:00,17.3,0,11.8,70,0
2024-05-29T02:00,16.7,0,12.1,71,0
2024-05-29T03:00,16,0,11.4,75,0
2024-05-29T04:00,15.4,0,11.5,79,0
2024-05-29T05:00,15.1,0,11.5,81,0
2024-05-29T06:00,14.7,0,9.4,84,0
2024-05-29T07:00,15.8,0,7.9,83,0
2024-05-29T08:00,17.8,0,3.7,78,0
2024-05-29T09:00,20.3,0,5.5,68,0
2024-05-29T10:00,22,0,6.4,57,0
2024-05-29T11:00,23.3,0,6.8,51,1
2024-05-29T12:00,24.2,0,3.7,49,2
2024-05-29T13:00,24.9,0,4.3,49,2
2024-05-29T14:00,21.4,1.6,7.6,67,61
2024-05-29T15:00,22.8,0.5,6.4,60,53
2024-05-29T16:00,21.7,0,13.3,57,3
2024-05-29T17:00,20.7,1.4,3.8,68,61
2024-05-29T18:00,20.1,0,14,72,2
2024-05-29T19:00,18.8,0.5,4,81,53
2024-05-29T20:00,18.2,0,3,86,0
2024-05-29T21:00,17.4,0,3.7,92,2
2024-05-29T22:00,16.8,0,6.2,90,0
2024-05-29T23:00,16.1,0,11.5,80,0
2024-05-30T00:00,15.3,0,14.6,76,0
2024-05-30T01:00,14.7,0,15.3,79,0
2024-05-30T02:00,14.1,0,16.6,84,0
2024-05-30T03:00,13.8,0,17.3,85,0
2024-05-30T04:00,13.5,0,15.3,87,0
2024-05-30T05:00,13.3,0,16.1,88,0
2024-05-30T06:00,13.2,0,15.2,87,0
2024-05-30T07:00,14.1,0,12,85,0
2024-05-30T08:00,15.6,0,12.5,78,0
2024-05-30T09:00,17.4,0,13.5,68,0
2024-05-30T10:00,18.8,0,12.1,59,0
2024-05-30T11:00,20.3,0,14,48,2
2024-05-30T12:00,21.1,0,15.1,43,3
2024-05-30T13:00,21.8,0,15.1,41,1
2024-05-30T14:00,22.3,0,14.2,39,1
2024-05-30T15:00,22.5,0,13.7,38,1
2024-05-30T16:00,22.5,0,13.8,37,1
2024-05-30T17:00,22.6,0,12.2,36,0
2024-05-30T18:00,21.6,0,16.1,38,1
2024-05-30T19:00,20.2,0,11.3,50,0
2024-05-30T20:00,18.8,0,12,48,0
2024-05-30T21:00,17.5,0,12.4,45,0
2024-05-30T22:00,17.2,0,15.8,43,0
2024-05-30T23:00,16.5,0,14.8,44,0
2024-05-31T00:00,15.7,0,12.7,47,0
2024-05-31T01:00,14.9,0,13.6,51,0
2024-05-31T02:00,14,0,13,55,0
2024-05-31T03:00,13.1,0,12,57,0
2024-05-31T04:00,12.5,0,11.3,56,0
2024-05-31T05:00,11.7,0,10.7,58,0
2024-05-31T06:00,11,0,10.8,63,0
2024-05-31T07:00,11.8,0,12.5,66,0
2024-05-31T08:00,13.7,0,12.2,65,0
2024-05-31T09:00,16.6,0,13.1,52,0
2024-05-31T10:00,18.4,0,15.4,46,0
2024-05-31T11:00,19.9,0,15.3,41,0
2024-05-31T12:00,21,0,14.2,37,0
2024-05-31T13:00,21.8,0,12.7,36,0
2024-05-31T14:00,22.5,0,11.3,35,0
2024-05-31T15:00,23,0,10,33,0
2024-05-31T16:00,23.4,0,10.1,32,0
2024-05-31T17:00,23.5,0,8.4,33,0
2024-05-31T18:00,23.3,0,7.5,35,0
2024-05-31T19:00,22,0,6.3,46,0
2024-05-31T20:00,19.4,0,7.5,56,0
2024-05-31T21:00,17.4,0,7.1,58,0
2024-05-31T22:00,16,0,6.2,62,0
2024-05-31T23:00,14.9,0,5.1,67,0
2024-06-01T00:00,14.5,0,8.4,67,0
2024-06-01T01:00,14.7,0,10.2,62,0
2024-06-01T02:00,14.2,0,8.3,64,0
2024-06-01T03:00,13.1,0,7,70,0
2024-06-01T04:00,12.6,0,8.2,75,0
2024-06-01T05:00,12.2,0,8.9,78,0
2024-06-01T06:00,11.9,0,8.7,81,0
2024-06-01T07:00,13.6,0,10,78,0
2024-06-01T08:00,16.5,0,7.1,73,0
2024-06-01T09:00,19.4,0,4,63,0
2024-06-01T10:00,22.1,0,2,51,3
2024-06-01T11:00,23.9,0,1.9,42,3
2024-06-01T12:00,25.1,0,3.8,36,3
2024-06-01T13:00,25.9,0,5.6,36,2
2024-06-01T14:00,26.6,0,6.8,35,1
2024-06-01T15:00,27,0,7.3,33,0
2024-06-01T16:00,27.2,0,7.1,31,2
2024-06-01T17:00,27,0,7.1,31,3
2024-06-01T18:00,26.6,0,5.8,34,3
2024-06-01T19:00,25.1,0,3.9,50,3
2024-06-01T20:00,22,0,9,60,3
2024-06-01T21:00,20.2,0,8.8,56,3
2024-06-01T22:00,18.9,0,8.4,59,3
2024-06-01T23:00,18.1,0,8.5,63,3
2024-06-02T00:00,17.5,0,8.8,67,3
2024-06-02T01:00,17.1,0,9.6,69,3
2024-06-02T02:00,16.9,0,8.7,68,3
2024-06-02T03:00,16.1,0,7.7,72,3
2024-06-02T04:00,15.8,0,8,73,3
2024-06-02T05:00,15.3,0,8.4,75,3
2024-06-02T06:00,15.3,0,8.6,74,3
2024-06-02T07:00,16.2,0,10.2,72,3
2024-06-02T08:00,17.5,0,8.8,71,3
2024-06-02T09:00,18.8,0,8.3,69,3
2024-06-02T10:00,20.3,0,8.6,66,3
2024-06-02T11:00,23.5,0,8.7,57,3
2024-06-02T12:00,25.7,0,11.8,50,0
2024-06-02T13:00,27.5,0,12,43,1
2024-06-02T14:00,28.6,0,15.6,37,1
2024-06-02T15:00,28.5,0,17.8,38,3
2024-06-02T16:00,27,0,19.4,45,3
2024-06-02T17:00,26.2,0,14.5,49,3
2024-06-02T18:00,26.5,0,12.5,49,3
2024-06-02T19:00,24.1,0.1,8.4,64,51
2024-06-02T20:00,23.3,0,6,71,3
2024-06-02T21:00,21.8,0.1,8.7,78,51
2024-06-02T22:00,21.6,0,7.1,79,3
2024-06-02T23:00,20.7,0,7.5,82,3
2024-06-03T00:00,19.9,0,8.2,86,3
2024-06-03T01:00,19.5,0,9.5,87,2
2024-06-03T02:00,18.8,0,8.6,90,3
2024-06-03T03:00,18.3,0,7.1,93,2
2024-06-03T04:00,17.8,0,5.2,96,3
2024-06-03T05:00,17.6,0,4.5,97,2
2024-06-03T06:00,17.2,0,4.9,98,1
2024-06-03T07:00,18.3,0,5.4,94,0
2024-06-03T08:00,20.4,0,6,86,0
2024-06-03T09:00,23.7,0,6.6,73,1
2024-06-03T10:00,24.6,0.1,8.1,69,51
2024-06-03T11:00,25.6,0,8,65,3
2024-06-03T12:00,26,0,7.1,63,3
2024-06-03T13:00,26.8,0.2,3.6,60,51
2024-06-03T14:00,27.8,0.1,3.1,56,51
2024-06-03T15:00,28.3,0.1,3.2,53,51
2024-06-03T16:00,28.4,0.1,1.8,51,51
2024-06-03T17:00,28.6,0.1,1.3,51,51
2024-06-03T18:00,28.3,0,2.2,52,0
2024-06-03T19:00,27.6,0,3.5,57,0
2024-06-03T20:00,25.7,0,5,68,0
2024-06-03T21:00,23.2,0.1,8.4,73,51
2024-06-03T22:00,22.2,0,5.1,78,0
2024-06-03T23:00,20.7,0,5.6,88,0
2024-06-04T00:00,19.9,0,5.4,91,0
2024-06-04T01:00,19.4,0,4.7,92,0
2024-06-04T02:00,19.2,0,4.9,92,0
2024-06-04T03:00,18.8,0,4.7,93,0
2024-06-04T04:00,17.9,0,3.9,96,0
2024-06-04T05:00,17.7,0,4.5,97,0
2024-06-04T06:00,17.4,0,5.9,97,0
2024-06-04T07:00,19.4,0,4.7,92,0
2024-06-04T08:00,22.3,0,1.1,84,0
2024-06-04T09:00,25.4,0,1.5,72,0
2024-06-04T10:00,27.1,0,4,61,0
2024-06-04T11:00,28.3,0,3.4,53,1
2024-06-04T12:00,28.8,0,4.5,50,1
2024-06-04T13:00,29.4,0,7.4,47,2
2024-06-04T14:00,29.9,0,8.5,45,3
2024-06-04T15:00,30.1,0,8.6,45,3
2024-06-04T16:00,30.3,0,9.5,45,3
2024-06-04T17:00,29,0.3,12.4,48,51
2024-06-04T18:00,27.2,0.1,14.2,56,51
2024-06-04T19:00,26.5,0,12.3,62,3
2024-06-04T20:00,25.3,0,10.6,68,3
2024-06-04T21:00,23,0.4,11.8,85,51
2024-06-04T22:00,22.8,0,11.7,87,3
2024-06-04T23:00,22.1,0,8.1,89,3
2024-06-05T00:00,21.4,0,9.4,90,3
2024-06-05T01:00,20.6,0,7.7,92,3
2024-06-05T02:00,19.9,0,5.9,95,2
2024-06-05T03:00,19.4,0,5.4,97,3
2024-06-05T04:00,18.9,0,4.4,98,3
2024-06-05T05:00,19.2,0,6.4,98,3
2024-06-05T06:00,19.1,0,5.1,98,3
2024-06-05T07:00,19.9,0,7.4,97,3
2024-06-05T08:00,21,0,8,93,3
2024-06-05T09:00,22,0.5,5.4,92,53
2024-06-05T10:00,23.8,0.2,11.2,85,51
2024-06-05T11:00,24,5.3,8.6,82,63
2024-06-05T12:00,23.7,4.4,3.8,87,63
2024-06-05T13:00,24.4,0.2,7.8,85,51
2024-06-05T14:00,25.8,0.2,11.4,79,51
2024-06-05T15:00,25.5,0.6,8.1,79,53
2024-06-05T16:00,23.6,4.8,15.6,86,63
2024-06-05T17:00,22.7,1.9,9.2,92,61
2024-06-05T18:00,24,0,15.8,87,3
2024-06-05T19:00,23.6,2,13.8,90,61
2024-06-05T20:00,23,0,11.5,94,3
2024-06-05T21:00,23,0,19.5,89,3
2024-06-05T22:00,23.1,0,18.4,89,3
2024-06-05T23:00,22.9,0,15.3,91,3
2024-06-06T00:00,22.9,0,15.5,92,3
2024-06-06T01:00,22.9,0,15.5,91,3
2024-06-06T02:00,22.6,0.1,15.6,92,51
2024-06-06T03:00,22.6,0.1,14.7,92,51
2024-06-06T04:00,22.3,0,15.6,93,3
2024-06-06T05:00,21.8,0,14.6,93,3
2024-06-06T06:00,21.6,0,17.1,91,3
2024-06-06T07:00,22,0,14.7,90,3
2024-06-06T08:00,23.2,0,15.4,87,3
2024-06-06T09:00,24,0,12.6,89,3
2024-06-06T10:00,24.9,0,15.3,86,3
2024-06-06T11:00,26.8,0.2,18.2,76,51
2024-06-06T12:00,27.8,0.2,22.2,69,51
2024-06-06T13:00,27.3,1.9,20.6,73,61
2024-06-06T14:00,28.5,0.1,19.5,67,51
2024-06-06T15:00,29.7,0,18.7,62,2
2024-06-06T16:00,30.3,0,17.5,58,3
2024-06-06T17:00,26.1,1.3,21.7,72,61
2024-06-06T18:00,23.2,1.1,11.7,89,55
2024-06-06T19:00,24.8,0,8.7,86,0
2024-06-06T20:00,24.3,0,4.8,89,1
2024-06-06T21:00,23.9,0,10.2,91,2
2024-06-06T22:00,23.9,0.1,9.2,88,51
2024-06-06T23:00,22.9,0,7.6,93,0
2024-06-07T00:00,22.5,0,10.5,95,1
2024-06-07T01:00,22.2,0,8.8,93,0
2024-06-07T02:00,21.3,0,12.1,89,0
2024-06-07T03:00,20.4,0,16.1,82,1
2024-06-07T04:00,19.6,0,9.2,86,0
2024-06-07T05:00,18.7,0,9,91,0
2024-06-07T06:00,18.3,0,8.2,93,0
2024-06-07T07:00,19.5,0,11.3,89,0
2024-06-07T08:00,21.7,0,8.4,81,0
2024-06-07T09:00,24.6,0,7.6,65,0
2024-06-07T10:00,26.5,0,14.8,45,1
2024-06-07T11:00,26.9,0,17.8,43,1
2024-06-07T12:00,27.6,0,16.3,40,1
2024-06-07T13:00,28.5,0,18,36,1
2024-06-07T14:00,29.1,0,16.9,33,3
2024-06-07T15:00,29.3,0,19.5,29,2
2024-06-07T16:00,28.3,0,21.1,31,1
2024-06-07T17:00,28.5,0,18.3,29,2
2024-06-07T18:00,27.5,0,19.2,33,2
2024-06-07T19:00,25.8,0,21.2,37,0
2024-06-07T20:00,23.9,0,17.8,41,0
2024-06-07T21:00,22.3,0,15.6,41,0
2024-06-07T22:00,21.7,0,14.8,41,0
2024-06-07T23:00,20.1,0,11.6,48,0
2024-06-08T00:00,18.9,0,9.8,54,0
2024-06-08T01:00,17.1,0,6.1,63,3
2024-06-08T02:00,16.6,0,6.3,66,2
2024-06-08T03:00,16.6,0,8,64,0
2024-06-08T04:00,16.9,0,9.8,59,0
2024-06-08T05:00,17.4,0,14.7,56,0
2024-06-08T06:00,16.7,0,11.5,61,0
2024-06-08T07:00,17.2,0,11,64,0
2024-06-08T08:00,19.3,0,10,61,0
2024-06-08T09:00,22,0,12.7,53,0
2024-06-08T10:00,23.3,0,14.3,47,0
2024-06-08T11:00,24.5,0,14,43,0
2024-06-08T12:00,25.6,0,12.5,42,0
2024-06-08T13:00,26.7,0,11.6,39,0
2024-06-08T14:00,27.7,0,12.7,35,1
2024-06-08T15:00,28.5,0,12.8,33,2
2024-06-08T16:00,28.9,0,12.3,33,3
2024-06-08T17:00,29.1,0,11.6,32,3
2024-06-08T18:00,28.7,0,8.4,33,3
2024-06-08T19:00,27.6,0,3.8,50,3
2024-06-08T20:00,26.7,0,4.7,50,3
2024-06-08T21:00,22.8,0,7.9,57,1
2024-06-08T22:00,21.1,0,6.8,63,0
2024-06-08T23:00,20.1,0,7.6,65,0
2024-06-09T00:00,19.4,0,7.3,66,0
2024-06-09T01:00,18.6,0,6.3,71,0
2024-06-09T02:00,18.1,0,6.2,74,0
2024-06-09T03:00,17.3,0,6.5,79,1
2024-06-09T04:00,17.2,0,6.2,75,3
2024-06-09T05:00,17.7,0,10.2,67,3
2024-06-09T06:00,17.8,0,10.6,65,1
2024-06-09T07:00,19.1,0,12.9,63,3
2024-06-09T08:00,21.2,0,12.6,63,2
2024-06-09T09:00,25.1,0,15.3,53,3
2024-06-09T10:00,25,0,14.6,55,3
2024-06-09T11:00,25.6,0,17,53,2
2024-06-09T12:00,26.9,0.2,25.6,49,51
2024-06-09T13:00,26.7,0.2,21.5,51,51
2024-06-09T14:00,27.5,0,21.3,45,1
2024-06-09T15:00,27.2,0,20.5,40,3
2024-06-09T16:00,27.4,0,19.1,35,3
2024-06-09T17:00,27.2,0,17.8,33,1
2024-06-09T18:00,26.6,0,14.5,32,0
2024-06-09T19:00,25.8,0,10.5,36,1
2024-06-09T20:00,23.8,0,11.2,39,2
2024-06-09T21:00,21.6,0,8.9,46,3
2024-06-09T22:00,20.3,0,8.5,49,3
2024-06-09T23:00,20.2,0,11.7,48,1
2024-06-10T00:00,19.3,0,10.5,51,0
2024-06-10T01:00,18.3,0,11.1,55,0
2024-06-10T02:00,17.9,0,13.4,57,0
2024-06-10T03:00,17.6,0,13.4,58,0
2024-06-10T04:00,16.8,0,11.5,61,0
2024-06-10T05:00,16.1,0,9.7,64,0
2024-06-10T06:00,15.6,0,9.2,67,0
2024-06-10T07:00,17.1,0,10.6,65,0
2024-06-10T08:00,19.4,0,8.8,60,0
2024-06-10T09:00,22,0,12.9,52,0
2024-06-10T10:00,23.2,0,12.8,48,0
2024-06-10T11:00,24.3,0,13.8,44,0
2024-06-10T12:00,25,0,15.6,40,1
2024-06-10T13:00,25.9,0,18.2,36,1
2024-06-10T14:00,26.4,0,17.4,33,1
2024-06-10T15:00,26.2,0,16.9,34,2
2024-06-10T16:00,26.8,0,14.1,32,1
2024-06-10T17:00,26.6,0,13.7,32,3
2024-06-10T18:00,25.7,0,13.7,35,1
2024-06-10T19:00,24.4,0,11.8,40,0
2024-06-10T20:00,22.7,0,8.4,46,0
2024-06-10T21:00,18.9,1,9.7,82,55
2024-06-10T22:00,18,0,10.7,88,1
2024-06-10T23:00,17.4,0.3,15.7,87,51
2024-06-11T00:00,17,0.9,12.7,89,53
2024-06-11T01:00,16.8,0.4,11.4,88,51
2024-06-11T02:00,16.6,0.1,8,89,51
2024-06-11T03:00,15.8,0.1,4.5,92,51
2024-06-11T04:00,15.7,0,8,92,3
2024-06-11T05:00,15.7,0,12,85,3
2024-06-11T06:00,15.3,0,11.1,84,3
2024-06-11T07:00,15.5,0,12.6,83,3
2024-06-11T08:00,16.1,0,10.7,80,0
2024-06-11T09:00,18.9,0,10.3,63,1
2024-06-11T10:00,19.8,0,9,58,2
2024-06-11T11:00,21,0,10.7,54,1
2024-06-11T12:00,22.6,0,12,47,1
2024-06-11T13:00,23.5,0,13.5,43,3
2024-06-11T14:00,22.9,0,15,45,3
2024-06-11T15:00,23.3,0,11.5,43,3
2024-06-11T16:00,23.4,0,10.3,43,3
2024-06-11T17:00,23.9,0,7.4,41,3
2024-06-11T18:00,23.6,0,7.4,42,2
2024-06-11T19:00,23.1,0,7.6,44,0
2024-06-11T20:00,20.9,0,5.2,59,0
2024-06-11T21:00,18.8,0,4.6,66,1
2024-06-11T22:00,17.6,0,6,70,0
2024-06-11T23:00,16.2,0,5.2,76,0
2024-06-12T00:00,15.7,0,5.5,78,0
2024-06-12T01:00,14.6,0,6.3,84,0
2024-06-12T02:00,14.2,0,4.1,86,0
2024-06-12T03:00,13.8,0,3.6,89,0
2024-06-12T04:00,13.3,0,4.7,92,1
2024-06-12T05:00,13.1,0,5.6,92,1
2024-06-12T06:00,13,0,5.6,93,3
2024-06-12T07:00,14.8,0,6.1,86,2
2024-06-12T08:00,18.1,0,3.6,74,3
2024-06-12T09:00,20.3,0,1.3,62,2
2024-06-12T10:00,22,0,2.5,54,1
2024-06-12T11:00,23.4,0,2.4,50,2
2024-06-12T12:00,24.7,0,3.7,46,0
2024-06-12T13:00,26.3,0,10.4,40,3
2024-06-12T14:00,26.5,0,9.9,38,3
2024-06-12T15:00,27.1,0,9.1,36,1
2024-06-12T16:00,27.6,0,8.3,34,0
2024-06-12T17:00,27.8,0,6.5,33,0
2024-06-12T18:00,27.4,0,5.4,36,1
2024-06-12T19:00,26.6,0,4.4,46,0
2024-06-12T20:00,23.8,0,6.6,56,0
2024-06-12T21:00,22.4,0,5.2,68,1
2024-06-12T22:00,20.5,0,5.9,80,1
2024-06-12T23:00,19.4,0,5.8,87,0
2024-06-13T00:00,18.8,0,4.3,90,0
2024-06-13T01:00,18,0,5.2,93,0
2024-06-13T02:00,17.4,0,5.8,94,0
2024-06-13T03:00,17,0,6.6,95,0
2024-06-13T04:00,18.2,0,5.8,92,0
2024-06-13T05:00,16.6,0,7,97,0
2024-06-13T06:00,17.1,0,5,98,0
2024-06-13T07:00,18.7,0,6.8,94,0
2024-06-13T08:00,20.9,0,5.8,85,0
2024-06-13T09:00,22.6,0,6.6,81,0
2024-06-13T10:00,24.8,0,7.1,74,0
2024-06-13T11:00,26.9,0,8.2,65,1
2024-06-13T12:00,28.4,0.1,10.2,57,51
2024-06-13T13:00,29.5,0,11.6,53,1
2024-06-13T14:00,30.3,0,12.3,48,1
2024-06-13T15:00,30.7,0,11.8,46,0
2024-06-13T16:00,31.2,0,12.2,44,0
2024-06-13T17:00,30.8,0,12.9,44,0
2024-06-13T18:00,30.2,0,12.3,44,1
2024-06-13T19:00,29.2,0,9.7,48,0
2024-06-13T20:00,27.7,0,11.7,52,0
2024-06-13T21:00,26,0,10.2,64,1
2024-06-13T22:00,23.5,0.6,3.6,76,53
2024-06-13T23:00,21.8,3.6,15.7,91,63
2024-06-14T00:00,21,4.4,9.3,95,63
2024-06-14T01:00,21.4,0,10.4,91,3
2024-06-14T02:00,21.9,0,12.3,84,1
2024-06-14T03:00,21.6,0,12.4,80,0
2024-06-14T04:00,20.8,0,11.1,83,0
2024-06-14T05:00,20,0,8.7,86,0
2024-06-14T06:00,19.4,0,8.9,89,0
2024-06-14T07:00,20.3,0,10.3,87,1
2024-06-14T08:00,22.1,0,8.1,82,0
2024-06-14T09:00,25.3,0,6.9,71,0
2024-06-14T10:00,27.5,0,5.7,62,1
2024-06-14T11:00,29.3,0,3.3,52,0
2024-06-14T12:00,31.1,0,3.1,42,0
2024-06-14T13:00,31.9,0,2.6,39,0
2024-06-14T14:00,32.9,0,3,35,0
2024-06-14T15:00,33.6,0,3.9,34,0
2024-06-14T16:00,33.7,0,5.4,33,2
2024-06-14T17:00,31.3,0,16.4,37,3
2024-06-14T18:00,27,0,13.5,54,2
2024-06-14T19:00,28.4,0,5.8,55,1
2024-06-14T20:00,26.5,0,11.5,60,3
2024-06-14T21:00,22.8,2.7,14.2,80,63
2024-06-14T22:00,20.8,17.5,11,93,65
2024-06-14T23:00,21,0,8.2,92,1
2024-06-15T00:00,20.3,0,3.4,97,0
2024-06-15T01:00,20.7,0,0.8,95,0
2024-06-15T02:00,19.2,0,4.9,98,0
2024-06-15T03:00,19.8,0,7.9,98,0
2024-06-15T04:00,19.9,0,12,95,0
2024-06-15T05:00,19.2,0,12.7,92,0
2024-06-15T06:00,18.3,0,12.9,95,0
2024-06-15T07:00,18.8,0,13.4,93,0
2024-06-15T08:00,19.8,0,13,87,0
2024-06-15T09:00,22.4,0,11.2,70,0
2024-06-15T10:00,24.2,0,11.3,56,0
2024-06-15T11:00,26,0,11.9,45,0
2024-06-15T12:00,27.2,0,10.8,40,0
2024-06-15T13:00,28,0,10.3,37,0
2024-06-15T14:00,28.6,0,10.5,35,0
2024-06-15T15:00,29.1,0,9.7,34,0
2024-06-15T16:00,29.5,0,9.7,33,0
2024-06-15T17:00,29.6,0,9.1,32,0
2024-06-15T18:00,29.1,0,9.5,32,0
2024-06-15T19:00,28,0,6.4,37,0
2024-06-15T20:00,25.2,0,6.2,48,0
2024-06-15T21:00,23.1,0,8.5,55,0
2024-06-15T22:00,20.8,0,7.7,64,0
2024-06-15T23:00,20.7,0,5.5,63,0
2024-06-16T00:00,21.5,0,2.6,58,2
2024-06-16T01:00,21.4,0,2.9,58,0
2024-06-16T02:00,20.9,0,3.9,59,0
2024-06-16T03:00,20.4,0,2.7,61,1
2024-06-16T04:00,19.1,0,2.3,68,1
2024-06-16T05:00,16.4,0,5.2,82,0
2024-06-16T06:00,15.9,0,4.2,85,1
2024-06-16T07:00,18.3,0,1.3,77,2
2024-06-16T08:00,21.4,0,4.3,65,3
2024-06-16T09:00,23,0,6,59,3
2024-06-16T10:00,24.5,0,5.1,54,3
2024-06-16T11:00,26.3,0,5.4,47,3
2024-06-16T12:00,27.6,0,6.6,42,3
2024-06-16T13:00,28.6,0,6.6,39,1
2024-06-16T14:00,29.5,0,5.9,37,2
2024-06-16T15:00,30.5,0,6.6,35,3
2024-06-16T16:00,30.8,0,9.4,33,3
2024-06-16T17:00,30.5,0,9.3,34,2
2024-06-16T18:00,30.4,0,7.6,32,1
2024-06-16T19:00,28.5,0,13.9,35,2
2024-06-16T20:00,26.1,0,14.2,44,1
2024-06-16T21:00,25.5,0,15.5,49,2
2024-06-16T22:00,24.3,0,13.2,51,1
2024-06-16T23:00,23.2,0,13.7,56,2
2024-06-17T00:00,22.3,0,13.4,61,3
2024-06-17T01:00,21.7,0,13.4,64,1
2024-06-17T02:00,21.2,0,13,66,1
2024-06-17T03:00,20.8,0,13,68,2
2024-06-17T04:00,20.3,0,11.4,68,0
2024-06-17T05:00,19.9,0,11.3,67,0
2024-06-17T06:00,19.5,0,11.4,68,0
2024-06-17T07:00,20.2,0,10.6,68,0
2024-06-17T08:00,21.8,0,11.6,64,0
2024-06-17T09:00,23.8,0,12.4,65,0
2024-06-17T10:00,25.8,0,13,61,0
2024-06-17T11:00,27.5,0,12.8,57,0
2024-06-17T12:00,29.4,0,12.3,53,0
2024-06-17T13:00,30.9,0,12.1,50,0
2024-06-17T14:00,32.2,0,9.1,46,1
2024-06-17T15:00,32.6,0,9.7,46,0
2024-06-17T16:00,33.2,0,10.4,44,0
2024-06-17T17:00,33.4,0,11.2,43,1
2024-06-17T18:00,32.3,0,12.7,46,1
2024-06-17T19:00,31,0,13.3,50,1
2024-06-17T20:00,30.1,0,10.4,54,0
2024-06-17T21:00,27.5,0,9.2,68,1
2024-06-17T22:00,26.3,0,11.8,72,2
2024-06-17T23:00,25.1,0,13.5,72,2
2024-06-18T00:00,23.9,0,11.7,71,1
2024-06-18T01:00,23,0,10.5,73,0
2024-06-18T02:00,22.6,0,11.2,75,3
2024-06-18T03:00,22.2,0,10.6,77,3
2024-06-18T04:00,21.9,0,10.3,76,3
2024-06-18T05:00,21.5,0,9.7,76,3
2024-06-18T06:00,21.2,0,10.5,77,3
2024-06-18T07:00,21.9,0,9,76,0
2024-06-18T08:00,23.5,0,10,70,0
2024-06-18T09:00,25.1,0,8.8,66,1
2024-06-18T10:00,26.9,0,7.2,62,0
2024-06-18T11:00,28.9,0,7.4,58,0
2024-06-18T12:00,30.6,0,8.6,54,0
2024-06-18T13:00,32,0,9.8,50,0
2024-06-18T14:00,32.8,0,10.6,48,0
2024-06-18T15:00,33.4,0,10.3,45,0
2024-06-18T16:00,33.6,0,10.5,43,1
2024-06-18T17:00,33.4,0,12.2,43,0
2024-06-18T18:00,32,0,16.1,44,0
2024-06-18T19:00,30.8,0,14.4,45,0
2024-06-18T20:00,29.1,0,12.8,49,0
2024-06-18T21:00,27.1,0,10.5,59,2
2024-06-18T22:00,25.5,0,11.1,62,2
2024-06-18T23:00,24.1,0,10.5,66,1
2024-06-19T00:00,23.1,0,10.2,70,3
2024-06-19T01:00,22.3,0,9.4,73,3
2024-06-19T02:00,21.5,0,8,78,2
2024-06-19T03:00,20.8,0,5.9,83,1
2024-06-19T04:00,20.2,0,4.8,87,1
2024-06-19T05:00,19.8,0,5.5,91,3
2024-06-19T06:00,19.6,0,5.9,93,3
2024-06-19T07:00,20.8,0,6.2,89,1
2024-06-19T08:00,22.5,0,5.4,80,3
2024-06-19T09:00,24.4,0,6.5,73,0
2024-06-19T10:00,26.3,0,6.6,66,0
2024-06-19T11:00,28,0,6,59,0
2024-06-19T12:00,29.3,0,6.4,51,2
2024-06-19T13:00,30.4,0,6.4,45,2
2024-06-19T14:00,31.3,0,6.6,42,3
2024-06-19T15:00,32.1,0,7.7,40,3
2024-06-19T16:00,32.5,0,9.4,39,2
2024-06-19T17:00,32.2,0,12.7,39,2
2024-06-19T18:00,31.2,0,14.3,37,3
2024-06-19T19:00,30.1,0,11.6,39,3
2024-06-19T20:00,28.1,0,8.3,45,3
2024-06-19T21:00,25.9,0,9.4,52,3
2024-06-19T22:00,24.7,0,10.7,59,3
2024-06-19T23:00,23.7,0,10,61,3
2024-06-20T00:00,22.7,0,9,68,3
2024-06-20T01:00,21.9,0,8.4,74,3
2024-06-20T02:00,21.3,0,7.1,77,3
2024-06-20T03:00,20.3,0,4.7,83,3
2024-06-20T04:00,19.8,0,4.7,86,3
2024-06-20T05:00,19.6,0,5,87,3
2024-06-20T06:00,19.3,0,5.1,89,3
2024-06-20T07:00,20.6,0,6.5,85,3
2024-06-20T08:00,22.6,0,5.9,76,2
2024-06-20T09:00,24.6,0,7.9,71,3
2024-06-20T10:00,26.6,0,8,64,3
2024-06-20T11:00,28.2,0,7.9,58,3
2024-06-20T12:00,29.5,0,6.8,54,3
2024-06-20T13:00,30.6,0,5.1,48,3
2024-06-20T14:00,31.4,0,5.2,44,3
2024-06-20T15:00,31.9,0,5.2,43,3
2024-06-20T16:00,32.2,0,4.9,41,3
2024-06-20T17:00,32.5,0,5.8,37,3
2024-06-20T18:00,32.3,0,6.2,35,3
2024-06-20T19:00,31.2,0,4,41,2
