time,temperature_2m (°C),precipitation (mm),wind_speed_10m (km/h),relative_humidity_2m (%),weather_code (wmo code)
2024-08-06T04:00,24.2,0,11.3,88,0
2024-08-06T05:00,23.8,0,10.6,89,0
2024-08-06T06:00,23.3,0,8.6,92,0
2024-08-06T07:00,23.5,0,8.7,91,0
2024-08-06T08:00,24.9,0,7,87,0
2024-08-06T09:00,27.1,0,8.9,86,0
2024-08-06T10:00,28.5,0,10.2,80,1
2024-08-06T11:00,29.7,0,12.2,73,0
2024-08-06T12:00,30.9,0,10.9,67,0
2024-08-06T13:00,31.8,0,7.6,61,0
2024-08-06T14:00,32.6,0,5.7,57,1
2024-08-06T15:00,33.1,0,5.9,55,1
2024-08-06T16:00,32.7,0,9.7,56,3
2024-08-06T17:00,32.7,0,8.3,54,3
2024-08-06T18:00,30.4,0.4,11.1,63,51
2024-08-06T19:00,29.8,0,13.4,61,3
2024-08-06T20:00,28.8,0,14.6,63,3
2024-08-06T21:00,27.4,0,8,73,3
2024-08-06T22:00,26.2,0,6.2,81,3
2024-08-06T23:00,25.3,0,5.5,82,3
2024-08-07T00:00,24.8,0,3.6,85,3
2024-08-07T01:00,24.4,0,9.4,83,3
2024-08-07T02:00,24.1,0,10.1,85,3
2024-08-07T03:00,23.9,0,8.8,88,3
2024-08-07T04:00,23.3,0,6.3,92,3
2024-08-07T05:00,23,0,5.8,94,3
2024-08-07T06:00,22.8,0,7.2,95,3
2024-08-07T07:00,23,0,8.6,96,3
2024-08-07T08:00,24.3,0,10.2,90,3
2024-08-07T09:00,25.9,0.1,5,85,51
2024-08-07T10:00,26.9,0.1,3.2,79,51
2024-08-07T11:00,28.1,0.1,6,74,51
2024-08-07T12:00,28.5,0.1,6.6,72,51
2024-08-07T13:00,29,0,8.8,72,2
2024-08-07T14:00,29.1,0,9.7,69,3
2024-08-07T15:00,29.1,0,8,67,3
2024-08-07T16:00,27.2,1.3,9.5,74,61
2024-08-07T17:00,26.2,2.8,9.9,82,63
2024-08-07T18:00,26.6,0,12.9,80,3
2024-08-07T19:00,25.7,0,9.6,84,3
2024-08-07T20:00,24.9,0,11.9,88,3
2024-08-07T21:00,23.8,0.9,13,97,53
2024-08-07T22:00,22.9,2.1,11.9,98,61
2024-08-07T23:00,22.8,0.4,9.7,97,51
2024-08-08T00:00,22.5,7.4,10.5,98,63
2024-08-08T01:00,22.3,8.1,13.1,97,65
2024-08-08T02:00,22.6,1.9,13.7,97,61
2024-08-08T03:00,22.8,0.1,14.8,97,51
2024-08-08T04:00,22.8,0,14.5,96,3
2024-08-08T05:00,22.8,0,14.7,95,3
2024-08-08T06:00,22.6,2,14.2,97,61
2024-08-08T07:00,22.7,5.7,14.4,98,63
2024-08-08T08:00,22.9,8,13.3,98,65
2024-08-08T09:00,24.1,0.3,15.5,92,51
2024-08-08T10:00,24.5,0.2,18.5,89,51
2024-08-08T11:00,25.2,0.5,19.4,85,53
2024-08-08T12:00,24.7,1.1,15.6,92,55
2024-08-08T13:00,25.4,0.9,16.7,90,53
2024-08-08T14:00,25.4,0.6,19.1,91,53
2024-08-08T15:00,25.7,0.5,20.2,88,53
2024-08-08T16:00,25.8,0.9,17.7,90,53
2024-08-08T17:00,25.2,0.8,17.3,92,53
2024-08-08T18:00,24.8,0.3,16.8,92,51
2024-08-08T19:00,24.2,0.8,15.5,96,53
2024-08-08T20:00,24.1,1.1,15.8,96,55
2024-08-08T21:00,23.6,2.9,15.2,97,63
2024-08-08T22:00,23.9,1.9,16.2,96,61
2024-08-08T23:00,23.8,1.4,20.9,94,61
2024-08-09T00:00,23.8,1.9,19.8,94,61
2024-08-09T01:00,23.3,0.4,22.5,96,51
2024-08-09T02:00,23.7,0.5,22.2,94,53
2024-08-09T03:00,23.3,0.8,20.9,96,53
2024-08-09T04:00,22.9,8.5,21.1,98,65
2024-08-09T05:00,24.3,9.1,21.2,92,65
2024-08-09T06:00,24.3,0.2,22.6,92,51
2024-08-09T07:00,24.3,0.3,23.1,92,51
2024-08-09T08:00,24.8,0.3,26.7,91,51
2024-08-09T09:00,24.1,4.3,24.5,96,63
2024-08-09T10:00,24.8,4.1,24.1,92,63
2024-08-09T11:00,24.8,1,22.9,95,55
2024-08-09T12:00,24.6,1.5,23,93,61
2024-08-09T13:00,25.4,0.2,17,90,51
2024-08-09T14:00,27.1,0.1,16,86,51
2024-08-09T15:00,29,0.1,17.3,79,51
2024-08-09T16:00,29.4,0.2,14.9,76,51
2024-08-09T17:00,28.3,0.5,10.2,82,53
2024-08-09T18:00,26.4,2.2,12.7,89,61
2024-08-09T19:00,26.2,0.1,7.2,90,51
2024-08-09T20:00,25.4,0,13.1,92,0
2024-08-09T21:00,25.4,0.5,10.8,91,53
2024-08-09T22:00,24.9,0,10,93,0
2024-08-09T23:00,24.3,0,6.6,95,0
2024-08-10T00:00,24,0,6.5,97,0
2024-08-10T01:00,23.5,0,6.3,99,0
2024-08-10T02:00,23.1,0,6.4,95,0
2024-08-10T03:00,22.5,0,6.6,93,0
2024-08-10T04:00,21.7,0,5.4,95,0
2024-08-10T05:00,21.4,0,6,95,0
2024-08-10T06:00,21.3,0,6.6,95,1
2024-08-10T07:00,21.5,0,5.9,95,0
2024-08-10T08:00,22.9,0,5.7,94,0
2024-08-10T09:00,25.6,0,1.1,85,0
2024-08-10T10:00,27.1,0,1.8,72,1
2024-08-10T11:00,28,0.1,6.4,65,51
2024-08-10T12:00,29,0,9.8,60,3
2024-08-10T13:00,29.2,0,11.8,58,3
2024-08-10T14:00,29.9,0,10.6,55,2
2024-08-10T15:00,29.8,0.1,10.7,55,51
2024-08-10T16:00,29.9,0.1,10.6,55,51
2024-08-10T17:00,29.8,0,9,53,0
2024-08-10T18:00,29.4,0,5.8,55,0
2024-08-10T19:00,28.8,0,1.8,61,0
2024-08-10T20:00,26.6,0,4.8,77,3
2024-08-10T21:00,25.2,0,4.4,85,2
2024-08-10T22:00,24.1,0,3.7,92,1
2024-08-10T23:00,24.2,0,3.6,93,3
2024-08-11T00:00,23.7,0,5.4,95,0
2024-08-11T01:00,22.9,0,9.7,77,0
2024-08-11T02:00,21.8,0,9,69,0
2024-08-11T03:00,20.5,0,7.6,74,0
2024-08-11T04:00,19.8,0,7.5,77,0
2024-08-11T05:00,19.1,0,7,80,0
2024-08-11T06:00,18.4,0,6.1,83,2
2024-08-11T07:00,18.6,0,8.4,83,3
2024-08-11T08:00,20.1,0,8.2,81,3
2024-08-11T09:00,22.1,0,7.5,75,0
2024-08-11T10:00,23.9,0,8.4,65,3
2024-08-11T11:00,24.9,0,7.4,59,3
2024-08-11T12:00,25.4,0,6.6,54,2
2024-08-11T13:00,25.9,0,7.3,52,0
2024-08-11T14:00,26.9,0,7.7,48,0
2024-08-11T15:00,27.3,0,7.7,46,2
2024-08-11T16:00,27.6,0,7.9,45,0
2024-08-11T17:00,27.6,0,9.4,46,1
2024-08-11T18:00,26.7,0,9.2,48,0
2024-08-11T19:00,25.1,0,8.4,58,0
2024-08-11T20:00,22.8,0,3.2,69,0
2024-08-11T21:00,22.3,0,6,71,1
2024-08-11T22:00,21.4,0,2.6,76,3
2024-08-11T23:00,20.8,0,4,78,3
2024-08-12T00:00,19.5,0,3.9,87,3
2024-08-12T01:00,19.4,0,5.3,89,3
2024-08-12T02:00,18.9,0,6.8,90,3
2024-08-12T03:00,18.8,0,10.2,86,3
2024-08-12T04:00,19,0,10.7,77,3
2024-08-12T05:00,18.6,0,8.9,75,3
2024-08-12T06:00,17.8,0,8.7,77,0
2024-08-12T07:00,17.5,0,8.9,78,0
2024-08-12T08:00,19.3,0,9.2,76,0
2024-08-12T09:00,21.6,0,6.7,70,0
2024-08-12T10:00,23.3,0,7.8,62,0
2024-08-12T11:00,24.8,0,11.2,57,0
2024-08-12T12:00,25.8,0,12.2,49,0
2024-08-12T13:00,26.4,0,12.3,48,0
2024-08-12T14:00,27.2,0,11.6,44,1
2024-08-12T15:00,27.2,0,14.1,42,3
2024-08-12T16:00,26.6,0,16,44,1
2024-08-12T17:00,26.5,0,13.8,45,0
2024-08-12T18:00,26.1,0,9.2,50,0
2024-08-12T19:00,25.5,0,3.2,57,0
2024-08-12T20:00,22.2,0,8,76,1
2024-08-12T21:00,21.4,0,5.8,78,0
2024-08-12T22:00,20.5,0,4.7,82,0
2024-08-12T23:00,19.7,0,5.2,86,0
2024-08-13T00:00,19.1,0,5.8,86,3
2024-08-13T01:00,19.1,0,7.8,82,3
2024-08-13T02:00,18.8,0,7.1,82,3
2024-08-13T03:00,18.3,0,8.7,83,3
2024-08-13T04:00,18.1,0,9.9,83,3
2024-08-13T05:00,18.2,0,10.7,81,3
2024-08-13T06:00,18,0,10.4,80,3
2024-08-13T07:00,18.1,0,8.8,81,3
2024-08-13T08:00,18.7,0,8.5,80,3
2024-08-13T09:00,21.3,0,4.5,74,3
2024-08-13T10:00,23.5,0,4.7,66,0
2024-08-13T11:00,25.1,0,5.1,59,0
2024-08-13T12:00,26.3,0,5.2,51,1
2024-08-13T13:00,27.1,0,5.1,48,1
2024-08-13T14:00,27.5,0,5.9,45,1
2024-08-13T15:00,27.9,0,6.7,43,1
2024-08-13T16:00,27.6,0,7.4,42,1
2024-08-13T17:00,27.4,0,6.3,44,1
2024-08-13T18:00,27,0,4.7,47,0
2024-08-13T19:00,25.8,0,3.1,65,0
2024-08-13T20:00,22.7,0,7.2,76,0
2024-08-13T21:00,22.7,0,8.7,65,1
2024-08-13T22:00,21.3,0,6,71,0
2024-08-13T23:00,20.7,0,5.6,77,0
2024-08-14T00:00,19.3,0,4.1,84,0
2024-08-14T01:00,19.1,0,5.9,84,0
2024-08-14T02:00,18.6,0,6.8,85,0
2024-08-14T03:00,18.3,0,8.1,84,0
2024-08-14T04:00,17.9,0,7.7,85,0
2024-08-14T05:00,17.7,0,8,85,0
2024-08-14T06:00,17.6,0,8.1,84,0
2024-08-14T07:00,17.9,0,8,83,0
2024-08-14T08:00,19.8,0,8.5,81,0
2024-08-14T09:00,22.4,0,6.6,75,0
2024-08-14T10:00,24.5,0,7.1,67,0
2024-08-14T11:00,26.1,0,9,55,0
2024-08-14T12:00,26.8,0,11.2,48,0
2024-08-14T13:00,27.5,0,11.1,46,0
2024-08-14T14:00,28.2,0,10.6,43,0
2024-08-14T15:00,28.8,0,9.8,41,0
2024-08-14T16:00,28.9,0,9,40,1
2024-08-14T17:00,28.6,0,8.1,42,1
2024-08-14T18:00,27.7,0,6.7,47,0
2024-08-14T19:00,26.1,0,5.6,59,0
2024-08-14T20:00,25.7,0,5.8,55,0
2024-08-14T21:00,21.9,0,4.5,77,0
2024-08-14T22:00,21.2,0,5.8,80,0
2024-08-14T23:00,20.3,0,5.6,83,0
2024-08-15T00:00,19.8,0,7.4,83,0
2024-08-15T01:00,19.5,0,8.1,79,0
2024-08-15T02:00,19,0,7.5,80,0
2024-08-15T03:00,18.7,0,8,80,0
2024-08-15T04:00,18.5,0,8.3,79,0
2024-08-15T05:00,18.2,0,7.6,79,0
2024-08-15T06:00,17.7,0,7.4,82,0
2024-08-15T07:00,17.6,0,8.9,85,0
2024-08-15T08:00,19.4,0,8.7,84,0
2024-08-15T09:00,22.3,0,6.7,76,0
2024-08-15T10:00,24.6,0,6.4,68,0
2024-08-15T11:00,26.5,0,5.8,59,0
2024-08-15T12:00,27.9,0,7.8,49,0
2024-08-15T13:00,28.6,0,6.3,44,0
2024-08-15T14:00,29.3,0,4,41,0
2024-08-15T15:00,29.7,0,1.9,40,0
2024-08-15T16:00,30,0,0.4,39,1
2024-08-15T17:00,29.8,0,3.4,40,2
2024-08-15T18:00,29,0,5.9,45,1
2024-08-15T19:00,27.2,0,6,59,2
2024-08-15T20:00,24.7,0,7.1,70,3
2024-08-15T21:00,23.4,0,6.6,79,3
2024-08-15T22:00,22.4,0,6.4,80,3
2024-08-15T23:00,22.1,0,7.1,77,3
2024-08-16T00:00,21,0,5.9,81,3
2024-08-16T01:00,20.3,0,8.1,83,3
2024-08-16T02:00,20.1,0,7.2,83,3
2024-08-16T03:00,19.5,0,7.8,87,3
2024-08-16T04:00,19.7,0,7.2,84,3
2024-08-16T05:00,19.1,0,6.9,87,1
2024-08-16T06:00,18.5,0,6.8,89,1
2024-08-16T07:00,18.6,0,5.7,92,0
2024-08-16T08:00,20.9,0,3.2,84,3
2024-08-16T09:00,23.1,0,2.3,79,1
2024-08-16T10:00,25.4,0,3.2,71,3
2024-08-16T11:00,27.2,0,6.3,62,3
2024-08-16T12:00,28.1,0,9.4,55,3
2024-08-16T13:00,29.1,0,9.8,49,3
2024-08-16T14:00,29.7,0,10.4,46,3
2024-08-16T15:00,30,0,11.2,45,3
2024-08-16T16:00,30.1,0,10.2,46,3
2024-08-16T17:00,29.7,0,10.6,46,3
2024-08-16T18:00,28.5,0,11.2,50,3
2024-08-16T19:00,27.6,0,10.5,51,3
2024-08-16T20:00,26.7,0,13.7,53,2
2024-08-16T21:00,25.4,0,12.2,62,3
2024-08-16T22:00,24.9,0,11.6,63,1
2024-08-16T23:00,23.9,0,11.2,68,1
2024-08-17T00:00,23.6,0,12.3,72,1
2024-08-17T01:00,23.2,0,11.6,73,2
2024-08-17T02:00,22.7,0,9.1,76,3
2024-08-17T03:00,22.6,0.2,13.7,76,51
2024-08-17T04:00,22.1,0.1,15.5,76,51
2024-08-17T05:00,21.3,0,15.5,85,0
2024-08-17T06:00,21.2,0,12,90,1
2024-08-17T07:00,20.9,0,11.3,90,1
2024-08-17T08:00,21.8,0,8.8,87,1
2024-08-17T09:00,22.7,0.4,13.4,88,51
2024-08-17T10:00,24,0.1,16.6,82,51
2024-08-17T11:00,24.3,0,10.9,82,3
2024-08-17T12:00,25.8,0,9.2,78,3
2024-08-17T13:00,26.4,0.1,10.8,77,51
2024-08-17T14:00,27.2,0,10.1,76,3
2024-08-17T15:00,27.5,0,11.2,74,3
2024-08-17T16:00,27.3,0.5,10.7,74,53
2024-08-17T17:00,25.2,3.2,1.8,81,63
2024-08-17T18:00,26,0.1,7,81,51
2024-08-17T19:00,24.2,0,12.7,86,2
2024-08-17T20:00,23.5,0,8.8,88,0
2024-08-17T21:00,22.4,0,5.4,96,3
2024-08-17T22:00,22.5,0,4.7,96,0
2024-08-17T23:00,21.2,0,7.6,97,1
2024-08-18T00:00,21.9,0,6,96,1
2024-08-18T01:00,22,0,8,96,0
2024-08-18T02:00,21.7,0,8.6,96,0
2024-08-18T03:00,21.4,0,6.9,97,0
2024-08-18T04:00,20.9,0,5.2,98,0
2024-08-18T05:00,20.4,0,5.1,99,1
2024-08-18T06:00,20.8,0,5.7,99,3
2024-08-18T07:00,21,0,3.6,100,3
2024-08-18T08:00,22.1,0,5.4,98,3
2024-08-18T09:00,22.5,0.1,8.9,90,51
2024-08-18T10:00,23.1,0,7.1,90,3
2024-08-18T11:00,25,0.1,7.6,85,51
2024-08-18T12:00,26.7,0.1,7.9,78,51
2024-08-18T13:00,28,0.2,9.1,74,51
2024-08-18T14:00,28.8,0.1,8.4,70,51
2024-08-18T15:00,29.1,0.1,7.7,67,51
2024-08-18T16:00,29.2,0.1,10.7,64,51
2024-08-18T17:00,25.8,4.5,15.6,80,63
2024-08-18T18:00,24.2,3.5,10.4,85,63
2024-08-18T19:00,24.3,0.1,5,87,51
2024-08-18T20:00,23,0,4,95,1
2024-08-18T21:00,23.4,1.8,3.2,92,61
2024-08-18T22:00,21.8,9,4.6,93,65
2024-08-18T23:00,21.4,16.5,3.3,95,65
2024-08-19T00:00,21.4,0.1,6,97,51
2024-08-19T01:00,21,0,6.5,97,3
2024-08-19T02:00,21,0,8.2,97,3
2024-08-19T03:00,21,0,8.9,96,3
2024-08-19T04:00,20.9,0,9.1,95,2
2024-08-19T05:00,20.8,0,9.7,94,3
2024-08-19T06:00,20.6,0,9.5,93,3
2024-08-19T07:00,20.5,0,10.7,92,0
2024-08-19T08:00,21.5,0,11.3,92,0
2024-08-19T09:00,22.9,0.3,8,88,51
2024-08-19T10:00,24,0,9.9,81,1
2024-08-19T11:00,25.2,0.1,11.9,75,51
2024-08-19T12:00,26.2,0.1,12.1,70,51
2024-08-19T13:00,27.3,0.1,11.4,64,51
2024-08-19T14:00,28,0,12,60,1
2024-08-19T15:00,27.6,2.2,17.3,61,61
2024-08-19T16:00,25.2,0.1,14.2,74,51
2024-08-19T17:00,26,0,11,68,3
2024-08-19T18:00,24.1,0.6,19.2,73,53
2024-08-19T19:00,22.2,0.3,7.1,83,51
2024-08-19T20:00,21.6,0,7.2,86,3
2024-08-19T21:00,22.8,0,14.4,73,2
2024-08-19T22:00,22.3,0,17.1,70,2
2024-08-19T23:00,21.4,0,17.3,70,1
2024-08-20T00:00,20.9,0,18.5,69,2
2024-08-20T01:00,20.6,0,17.6,68,1
2024-08-20T02:00,20,0,15.3,70,3
2024-08-20T03:00,19.6,0,15.7,70,3
2024-08-20T04:00,19.1,0,16,70,3
2024-08-20T05:00,18.4,0,14.3,71,0
2024-08-20T06:00,17.5,0,10.7,75,0
2024-08-20T07:00,16.8,0,10.1,80,0
2024-08-20T08:00,17.7,0,12.9,76,0
2024-08-20T09:00,18.9,0,15,73,2
2024-08-20T10:00,19.7,0.1,13.9,69,51
2024-08-20T11:00,20,0,13.7,65,3
2024-08-20T12:00,20.7,0,13,59,2
2024-08-20T13:00,21.6,0,14.1,55,1
2024-08-20T14:00,22.3,0,14.5,51,0
2024-08-20T15:00,22.8,0,14.3,47,0
2024-08-20T16:00,22.9,0,16.1,45,0
2024-08-20T17:00,22.7,0,15.3,45,0
2024-08-20T18:00,22.3,0,11.9,46,0
2024-08-20T19:00,20.9,0,7.8,55,0
2024-08-20T20:00,17.9,0,8.3,69,0
2024-08-20T21:00,16.2,0,6.2,72,2
2024-08-20T22:00,16.2,0,6.1,71,2
2024-08-20T23:00,15.8,0,6.9,70,0
2024-08-21T00:00,15.3,0,9.2,69,0
2024-08-21T01:00,15,0,10.6,68,0
2024-08-21T02:00,14.5,0,9.7,71,0
2024-08-21T03:00,14,0,10.2,73,0
2024-08-21T04:00,13.7,0,11,74,0
2024-08-21T05:00,13.3,0,10.5,75,0
2024-08-21T06:00,12.8,0,9.9,77,0
2024-08-21T07:00,12.7,0,9.9,78,0
2024-08-21T08:00,14.4,0,10.2,76,0
2024-08-21T09:00,16.6,0,13,69,0
2024-08-21T10:00,18.4,0,14.5,60,0
2024-08-21T11:00,19.8,0,13.7,52,0
2024-08-21T12:00,21.1,0,12.3,48,0
2024-08-21T13:00,22.2,0,12.5,43,0
2024-08-21T14:00,23.1,0,15.3,39,1
2024-08-21T15:00,23.2,0,15.6,36,1
2024-08-21T16:00,23.5,0,14.8,35,3
2024-08-21T17:00,23.1,0,12.2,38,3
2024-08-21T18:00,23.4,0,4.8,43,1
2024-08-21T19:00,22.3,0,3.3,58,0
2024-08-21T20:00,18.9,0,7.4,56,0
2024-08-21T21:00,17,0,5.9,69,0
2024-08-21T22:00,16.2,0,7,69,0
2024-08-21T23:00,15.8,0,7.7,68,0
2024-08-22T00:00,15.6,0,9.2,70,0
2024-08-22T01:00,15.3,0,9.7,72,0
2024-08-22T02:00,14.7,0,8.7,74,0
2024-08-22T03:00,14.1,0,8.9,76,0
2024-08-22T04:00,13.5,0,7.7,79,0
2024-08-22T05:00,13,0,7.9,82,0
2024-08-22T06:00,12.8,0,7.7,83,0
2024-08-22T07:00,13,0,8.2,83,0
2024-08-22T08:00,15,0,8.7,81,0
2024-08-22T09:00,17.3,0,7.5,75,0
2024-08-22T10:00,19.7,0,7.9,64,0
2024-08-22T11:00,21.4,0,7.7,55,0
2024-08-22T12:00,22.6,0,8,49,0
2024-08-22T13:00,23.4,0,8.7,45,2
2024-08-22T14:00,23.7,0,6.1,42,3
2024-08-22T15:00,24,0,3.1,40,3
2024-08-22T16:00,24.1,0,3.9,40,3
2024-08-22T17:00,24.3,0,4.6,40,1
2024-08-22T18:00,24,0,2.7,45,0
2024-08-22T19:00,22.4,0,3.8,59,0
2024-08-22T20:00,18.5,0,8.5,68,0
2024-08-22T21:00,18.2,0,6.7,69,0
2024-08-22T22:00,16.5,0,7.4,77,0
2024-08-22T23:00,17.7,0,4.5,70,0
2024-08-23T00:00,16.9,0,4.5,75,0
2024-08-23T01:00,16.8,0,3.8,76,0
2024-08-23T02:00,14.6,0,5,85,0
2024-08-23T03:00,13.6,0,5.7,89,0
2024-08-23T04:00,13.4,0,4.7,90,0
2024-08-23T05:00,13.3,0,4.6,92,0
2024-08-23T06:00,13.1,0,5.1,93,0
2024-08-23T07:00,13.4,0,5.9,92,0
2024-08-23T08:00,15.9,0,5.9,84,0
2024-08-23T09:00,19,0,3.1,76,0
2024-08-23T10:00,21.7,0,2.3,63,0
2024-08-23T11:00,23.5,0,2,53,0
2024-08-23T12:00,24.6,0,0.8,46,0
2024-08-23T13:00,25.3,0,2.6,43,0
2024-08-23T14:00,25.8,0,4.3,42,0
2024-08-23T15:00,26,0,5,41,0
2024-08-23T16:00,26.1,0,5.3,39,0
2024-08-23T17:00,26,0,3.8,39,0
2024-08-23T18:00,25.9,0,2.2,40,0
2024-08-23T19:00,24.5,0,2.4,68,0
2024-08-23T20:00,21.5,0,9.1,58,0
2024-08-23T21:00,20.4,0,9.1,63,0
2024-08-23T22:00,19.2,0,8.9,66,0
2024-08-23T23:00,18.1,0,8,69,0
2024-08-24T00:00,17.4,0,7.9,71,0
2024-08-24T01:00,17,0,7.6,74,0
2024-08-24T02:00,16.4,0,7.6,77,0
2024-08-24T03:00,16,0,7.1,80,2
2024-08-24T04:00,15.6,0,6.6,85,0
2024-08-24T05:00,14.9,0,5.9,90,0
2024-08-24T06:00,14.4,0,7.4,92,0
2024-08-24T07:00,14.9,0,5.5,93,2
2024-08-24T08:00,17.4,0,5.3,85,3
2024-08-24T09:00,19.8,0,3.8,80,3
2024-08-24T10:00,21.7,0,3.3,74,3
2024-08-24T11:00,23.6,0,4.4,67,3
2024-08-24T12:00,25.3,0,6,58,3
2024-08-24T13:00,26.4,0,6.9,52,3
2024-08-24T14:00,27.1,0,7.2,50,3
2024-08-24T15:00,27.5,0,6.5,49,1
2024-08-24T16:00,27.7,0,6.3,47,1
2024-08-24T17:00,27.5,0,5.2,47,1
2024-08-24T18:00,27.2,0,3.7,50,0
2024-08-24T19:00,25.2,0,5,69,0
2024-08-24T20:00,22.8,0,8,64,0
2024-08-24T21:00,21.4,0,9.4,64,0
2024-08-24T22:00,20.3,0,8.6,65,0
2024-08-24T23:00,19.6,0,9.3,68,0
2024-08-25T00:00,19.1,0,10,72,0
2024-08-25T01:00,18.6,0,10.7,75,0
2024-08-25T02:00,18,0,9.4,77,0
2024-08-25T03:00,17.4,0,7.1,79,0
2024-08-25T04:00,16.7,0,5.9,82,0
2024-08-25T05:00,16.1,0,5.8,86,0
2024-08-25T06:00,15.7,0,6,88,0
2024-08-25T07:00,16.2,0,5.1,87,0
2024-08-25T08:00,18.3,0,5.6,81,0
2024-08-25T09:00,20.5,0,4,76,0
2024-08-25T10:00,22.9,0,3.5,70,0
2024-08-25T11:00,25.1,0,5.2,63,0
2024-08-25T12:00,26.8,0,7.2,58,0
2024-08-25T13:00,28.1,0,8,54,0
2024-08-25T14:00,29.1,0,7.9,51,0
2024-08-25T15:00,29.6,0,8,49,0
2024-08-25T16:00,29.8,0,8.3,48,0
2024-08-25T17:00,29.6,0,7.9,48,1
2024-08-25T18:00,28.7,0,6.8,54,1
2024-08-25T19:00,26.7,0,8.5,59,3
2024-08-25T20:00,24.7,0,9,61,3
2024-08-25T21:00,23.1,0,9.2,66,3
2024-08-25T22:00,21.9,0,8.1,70,1
2024-08-25T23:00,21.2,0,10.1,71,0
2024-08-26T00:00,20.9,0,11.4,75,0
2024-08-26T01:00,20.4,0,10.1,77,0
2024-08-26T02:00,19.9,0,11.1,78,0
2024-08-26T03:00,19.5,0,10.1,79,0
2024-08-26T04:00,19,0,8.9,81,0
2024-08-26T05:00,18.6,0,8,83,0
2024-08-26T06:00,18.4,0,8.5,83,0
2024-08-26T07:00,18.5,0,8.2,83,0
2024-08-26T08:00,20.2,0,7.5,81,0
2024-08-26T09:00,21.9,0.5,5.5,85,53
2024-08-26T10:00,23.7,0.1,4,83,51
2024-08-26T11:00,25.7,0.1,2.6,75,51
2024-08-26T12:00,27.6,0,5.2,67,0
2024-08-26T13:00,29.4,0,3.1,61,0
2024-08-26T14:00,30.5,0,7.8,57,2
2024-08-26T15:00,26.4,3.3,7.9,77,63
2024-08-26T16:00,28.9,0,5.7,67,3
2024-08-26T17:00,29.1,0,6.6,64,2
2024-08-26T18:00,28.5,0,1.3,65,3
2024-08-26T19:00,25.8,0.1,8.1,81,51
2024-08-26T20:00,24.2,0,12.2,83,2
2024-08-26T21:00,24.2,0,4,86,0
2024-08-26T22:00,22.8,0,5,91,0
2024-08-26T23:00,22.3,0,4,92,0
2024-08-27T00:00,21.9,0,5.4,93,0
2024-08-27T01:00,21.8,0,5.6,91,0
2024-08-27T02:00,21.7,0,6.4,91,0
2024-08-27T03:00,21.2,0,7,93,0
2024-08-27T04:00,20.8,0,6.8,94,1
2024-08-27T05:00,20.5,0,5.8,95,0
2024-08-27T06:00,20.2,0,6.5,95,0
2024-08-27T07:00,20.2,0,5.4,94,0
2024-08-27T08:00,22.2,0,5.1,87,1
2024-08-27T09:00,25,0,4.6,76,0
2024-08-27T10:00,27.1,0,5.7,62,0
2024-08-27T11:00,28.7,0,4.4,53,0
2024-08-27T12:00,29.8,0,3.8,48,0
2024-08-27T13:00,30.6,0,3.1,45,0
2024-08-27T14:00,30.3,0,6.9,47,0
2024-08-27T15:00,30.2,0,7.6,47,0
2024-08-27T16:00,30.4,0,6,47,0
2024-08-27T17:00,30.8,0,3.4,47,0
2024-08-27T18:00,30.8,0,3.6,53,0
2024-08-27T19:00,28.8,0,6.8,61,0
2024-08-27T20:00,26.7,0,11.8,53,0
2024-08-27T21:00,25.3,0,7.4,60,0
2024-08-27T22:00,24.2,0,7.6,64,3
2024-08-27T23:00,24.4,0,10,62,3
2024-08-28T00:00,24.1,0,10.5,65,3
2024-08-28T01:00,23.5,0,9.6,69,3
2024-08-28T02:00,23,0,8.9,73,0
2024-08-28T03:00,22.5,0,9,77,2
2024-08-28T04:00,22.1,0,8.4,82,0
2024-08-28T05:00,21.7,0,6.7,87,0
2024-08-28T06:00,21.5,0,7.1,91,2
2024-08-28T07:00,21.7,0,7.2,93,3
2024-08-28T08:00,23.6,0,7.6,87,3
2024-08-28T09:00,25.8,0,7.9,85,2
2024-08-28T10:00,28.5,0,6.8,70,3
2024-08-28T11:00,30.9,0,7,59,3
2024-08-28T12:00,32.6,0,6.2,52,3
2024-08-28T13:00,33.7,0,5,48,3
2024-08-28T14:00,34.3,0,3.4,47,2
2024-08-28T15:00,34.8,0,0.5,47,0
2024-08-28T16:00,35.2,0,1.6,44,0
2024-08-28T17:00,35.3,0,2.6,45,0
2024-08-28T18:00,34.2,0,4.3,53,1
2024-08-28T19:00,31.2,0,5.5,60,2
2024-08-28T20:00,24.6,2,9.8,84,61
2024-08-28T21:00,26.7,0.4,5.2,75,51
2024-08-28T22:00,26.2,0,5.1,80,0
2024-08-28T23:00,25.6,0,6.3,82,0
2024-08-29T00:00,24.7,0,7.1,88,1
2024-08-29T01:00,23.8,0,4.8,92,2
2024-08-29T02:00,23.7,0,4.3,93,0
2024-08-29T03:00,23.5,0,7.1,94,0
2024-08-29T04:00,23.4,0,6.4,92,0
2024-08-29T05:00,23.2,0,7.2,91,0
2024-08-29T06:00,22.9,0,5.9,91,0
2024-08-29T07:00,23,0,5.7,90,1
2024-08-29T08:00,24.6,0,7.6,85,0
2024-08-29T09:00,25.1,1.1,7.9,90,55
2024-08-29T10:00,25.5,0.6,6,90,53
